MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELF1,TELF2,TELFX,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,PFORT,WERKS,LTSNA,WERKR,PLKAL,TXJCD,SPERZ,SFRGR,LZONE,DLGRP,FITYP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,UPDAT,UPTIM,NODEL,CCODE,RES_CNTRY,RES_REGION,J_SC_CAPITAL,J_SC_CURRENCY
200,1000008931,GB,Harvey PLC,PLC,,,Port Joseph,furt,PO89735,34507,15325,LN,SORTyTDW,31734 Amanda Grove,9000008931,"Mercado, Erickson and How",North Ivan,Netherlands,Mr.,East Maryfort,3706423,43620,0002,CONS,2,DL0173777895,,02,20230227,carrie47,40471113893,GRPDvqL,Z003,2523637179,,,,,E,GST3571315700,PAN28237152,,,(953)751-4873x89,(999)400-9842x60,(318)538-2526,,,CjsgZF,,VAT80790925577,,Susanfurt,19960626,F,CR46065687,20251217,ISO9,Phillipstad,8405,,X,01,TX4038878942,,0002,ZONEbExY,DG01,01,TAX81973785847,TAX81953951452,TAX7022557695958822894987161986,Distributor,EM163536,http://www.allison-robinson.net/,20260212,130509,,1000,GB,LN,3597057.69,INR
400,1000008932,US,Wade Ltd,and Sons,,,Pattersonport,ville,PO54197,39094,12917,NY,SORTolYW,704 Robert Manor Suite 670,9000008932,Smith-Garcia,East Michelleville,Northern Mariana Islands,M/s,Johntown,8055459,81036,0002,AUTO,9,DL8638728636,X,01,20240929,cochranjenni,14812042511,GRPDURy,Z002,2551459504,,,,,E,GST6962805180,PAN73200385,X,X,822-644-1891x844,(693)852-1394x46,8278566494,,,CtBhai,,VAT58678499088,X,Timothybury,19790504,M,CR74210196,20251231,ISO9,South Thomas,2596,X,,01,TX5422749080,,0002,ZONEAlxg,DG02,01,TAX35766139961,TAX85042386379,TAX5274580458413676776503579322,Manufacturer,EM756378,http://jarvis.com/,20260212,130509,,1000,US,NY,2644093.27,INR
400,1000008933,DE,"Chavez, Jackson and Pugh",PLC,,,Port Brent,furt,PO66428,06630,31941,NW,SORTkbco,9816 John Greens,9000008933,"Shaw, Lewis and Velasquez",New Michellefurt,Guyana,M/s,Codymouth,4309394,13395,0002,AUTO,1,DL1032582249,,02,20240620,ortizjames,01627436293,GRPjIjd,Z003,2107920205,,,,,D,GST5403952147,PAN40258896,,X,+1-685-340-1061x,540-887-0842x870,(207)732-3569,,,CXhYHF,,VAT06754530271,,Hayesberg,19950125,M,CR11144125,20251126,ISO9,West Peter,5624,,,01,TX2968229783,,0001,ZONErWUu,DG02,02,TAX24233932090,TAX47356421130,TAX5106019692418695074200521866,Manufacturer,EM953978,https://church-brady.com/,20260212,130509,,1000,DE,NW,5966081.05,INR
100,1000008934,DE,Webb Ltd,and Sons,,,North Linda,view,PO01029,87257,65722,BY,SORTOzmK,7704 Aguilar Pines Suite 577,9000008934,"Velez, Turner and Clark",North Jennyville,United States Virgin Isla,M/s,East Julie,2999303,27622,0002,MANU,6,DL8724209374,X,01,20241031,deniseeveret,40904397732,GRPRsDW,Z002,2371423257,,,,,E,GST7117328213,PAN17511443,,,+1-299-668-9899x,741-695-1804,343.271.9233x3549,,,CggOhK,,VAT63358798865,X,Blanchardtown,19980518,M,CR20735908,20250420,ISO9,South Angelamouth,9748,X,X,01,TX8670247091,,0001,ZONEImbV,DG01,01,TAX00101006703,TAX29664595769,TAX3730078144370968695918214597,Distributor,EM351944,https://stanley.com/,20260212,130509,,2000,DE,BY,7836757.84,INR
200,1000008935,US,"Green, Moore and Fisher",Group,,,East Robertport,town,PO13774,09442,29093,TX,SORTHTmi,9913 Jason Street,9000008935,Gill-Duran,Dylanfurt,Belgium,Mr.,North Tom,8470431,75929,0001,PHAR,4,DL2840701400,X,02,20240120,chennicole,92372421629,GRPhYgM,Z001,2322447917,,,,,E,GST4211903304,PAN00605717,X,,+1-974-341-4706x,836-353-6945x722,8212637700,,,CcXOhu,,VAT25093281332,X,New Paulaside,19980522,F,CR08004877,20251006,ISO9,Stevenchester,3312,,X,01,TX9186946453,,0001,ZONEKwpX,DG02,02,TAX43576575189,TAX67972037145,TAX3656731356124784751083839240,Supplier,EM467688,http://www.bailey-baird.org/,20260212,130509,,1000,US,TX,3848138.59,INR
200,1000008936,US,Ingram-Fleming,Group,,,Meganchester,chester,PO67632,53482,33796,CA,SORTySVx,238 Miranda Turnpike Apt. 934,9000008936,"Cunningham, Montgomery an",Paulfurt,Guinea-Bissau,Ms.,Port Isaiahtown,5336875,18603,0001,MANU,5,DL1120182035,,02,20250727,virginia53,02002509675,GRPHpcQ,Z002,2113118479,,,,,D,GST6486365989,PAN19172953,,,531-411-4465,001-829-539-9116,841-624-9482,,,CyUlrA,,VAT77153053019,X,East Andrea,19750529,F,CR17660997,20250530,ISO1,East Stephaniefurt,8923,,X,02,TX0697688789,,0002,ZONEfmrf,DG01,01,TAX97862119114,TAX94573079539,TAX2794194714889320955061255206,Supplier,EM928127,http://www.price-martin.com/,20260212,130509,,2000,US,CA,501271.25,INR
300,1000008937,GB,Brown-Forbes,Inc,,,Parkerborough,chester,PO09535,88021,78098,MN,SORTzOjv,8385 Mark Skyway,9000008937,Pierce Group,Spencerside,Uganda,M/s,New Markport,8503614,26810,0001,AUTO,0,DL7293484761,X,01,20241019,lbrown,00396538542,GRPxJGA,Z003,2573292146,,,,,E,GST3016898832,PAN81730440,X,X,900.814.2762,687-376-5845,438-695-9041x79112,,,CvPrNw,,VAT71990140304,X,Port Deborah,19880822,F,CR14967890,20250501,ISO1,Robertoshire,8917,X,,02,TX1815755948,,0002,ZONEsLfC,DG01,02,TAX83371668733,TAX34834750389,TAX7936328412598958977261552270,Distributor,EM317361,http://garcia.com/,20260212,130509,,2000,GB,MN,7158253.95,INR
200,1000008938,IN,Martinez-Randolph,Inc,,,Lake Jeffrey,stad,PO67385,17199,22557,TN,SORTFuZZ,1396 Larsen Throughway Apt. 458,9000008938,Campos-Dennis,Scottberg,Eritrea,Mr.,New Jasonbury,9779698,97613,0001,PHAR,8,DL9959989029,,01,20260210,nguyentimoth,51066087108,GRPTbzH,Z001,2376207062,,,,,D,GST8115329631,PAN03747416,X,X,+1-847-427-1809,+1-396-961-2635x,(983)756-4361,,,CsKDJn,,VAT89016531307,X,Kingberg,19990720,M,CR52718112,20251010,ISO1,Port Toddtown,6404,,X,01,TX4635153184,,0002,ZONEZuIQ,DG01,02,TAX37756073325,TAX65043579340,TAX0144583444275971080867241277,Distributor,EM846717,http://www.smith.com/,20260212,130509,,3000,IN,TN,9417505.99,INR
300,1000008939,IN,Murray and Sons,and Sons,,,Wendyberg,bury,PO43734,23887,15171,TN,SORTaqHk,03243 Becker Mount Apt. 880,9000008939,"Garcia, Taylor and Davis",West Melissamouth,British Indian Ocean Terr,Ms.,Peterhaven,3306683,67234,0001,CONS,5,DL0433363645,,02,20230503,ygarcia,59372417384,GRPDbGn,Z001,2071838612,,,,,E,GST3480111232,PAN26314621,X,X,+1-390-978-1443x,992.705.6123x424,610-220-2237x3851,,,CQxwTn,,VAT38671049943,,West Savannahmouth,19880329,M,CR17851705,20250212,ISO9,Port Jacobshire,4961,X,,01,TX6558899356,,0002,ZONEUlEh,DG02,02,TAX06474933695,TAX84209105872,TAX8131928504994532835358779088,Manufacturer,EM842209,http://www.cantrell.com/,20260212,130509,,2000,IN,TN,4714541.89,INR
300,1000008940,DE,Hall LLC,Group,,,New Todd,fort,PO47441,31076,30616,BW,SORTqvZK,313 Cheryl Extensions,9000008940,"Reed, Smith and Wilkinson",Millerburgh,Turkmenistan,Ms.,Christineborough,3316381,42809,0002,CONS,5,DL9591291442,,01,20230308,robert72,10827170613,GRPsaCO,Z001,2680183624,,,,,D,GST4325033706,PAN20018352,X,X,737.565.2767,800.799.9888x513,544.875.7870,,,COGULZ,,VAT22762538372,X,Walshside,19690606,M,CR37014078,20251022,ISO1,North Kelly,2394,,,02,TX3785891196,,0002,ZONECKaf,DG02,01,TAX77831278845,TAX95041367527,TAX5719948045153397496743185662,Manufacturer,EM832421,http://johnson-moyer.org/,20260212,130509,,2000,DE,BW,4421827.12,INR
200,1000008941,DE,Bennett-Brown,Ltd,,,Crawfordhaven,stad,PO00215,08563,63608,BY,SORTlTnO,9543 Brown Villages Suite 597,9000008941,"Chapman, Rodriguez and Ho",Rhodeston,Sweden,Ms.,Bakerchester,9396422,86465,0001,AUTO,2,DL9829211775,X,01,20230317,rachel22,27279922652,GRPjtHs,Z001,2922192130,,,,,E,GST9224510806,PAN97532160,X,,+1-697-439-6689,9847143038,+1-635-207-7874x7803,,,CTEoKJ,,VAT17299503946,,North David,19981108,F,CR87228039,20250905,ISO1,Jasonfort,5757,X,,02,TX4078314492,,0001,ZONEcmqB,DG01,01,TAX76326554593,TAX44250479021,TAX9345000854758453327616669866,Supplier,EM853393,https://wilkins.info/,20260212,130509,,1000,DE,BY,1878633.28,INR
200,1000008942,IN,"Decker, Maldonado and Chambers",Inc,,,Lake Travismouth,fort,PO86529,23337,90633,DL,SORTYJfj,552 Jack Cape Suite 117,9000008942,Townsend Ltd,Burnsberg,Poland,Mr.,South Bridget,6176944,97419,0002,MANU,2,DL6569819243,,01,20230316,stephensonro,62438659189,GRPrWrW,Z002,2171973484,,,,,E,GST8735592585,PAN93557371,X,,+1-935-807-9701x,+1-383-213-5306x,(959)313-1739x18281,,,CztWAh,,VAT83138700130,X,Thomasfurt,19921223,F,CR93584193,20250411,ISO1,Carmenview,7417,X,X,02,TX5908770614,,0001,ZONEwumd,DG02,02,TAX11508451875,TAX02550433960,TAX3288123633139353063302072291,Distributor,EM100656,https://www.henderson.org/,20260212,130509,,1000,IN,DL,4592025.17,INR
200,1000008943,GB,"Jones, Willis and May",Ltd,,,East Sharonshire,furt,PO53948,07628,48705,MN,SORTfiKs,07570 Rubio Mountains,9000008943,Berry and Sons,Graychester,South Africa,Mr.,East Alexandria,3031069,56073,0001,PHAR,6,DL2228398435,,02,20240320,howarddale,57354802866,GRPaJSb,Z003,2146033632,,,,,D,GST3622772776,PAN55515680,,X,204-221-9126x978,+1-791-290-8026x,536-554-6918,,,CrDvhN,,VAT63414068709,X,Robertmouth,19810312,M,CR27840693,20250826,ISO9,East Jerry,3715,X,X,01,TX1335828168,,0002,ZONEXzCd,DG02,01,TAX73780874434,TAX94629852174,TAX0811603170603703657602011384,Supplier,EM889523,https://rodgers-elliott.com/,20260212,130509,,2000,GB,MN,6058224.0,INR
200,1000008944,DE,Wright-Charles,and Sons,,,Shellychester,side,PO88558,04712,11931,HE,SORTmtXu,0288 Cobb Avenue,9000008944,Barker-Johnson,Debbieberg,Tajikistan,Mr.,Gilmoreshire,4787111,33253,0002,PHAR,0,DL6641139413,X,02,20231031,caseaudrey,41585052348,GRPjkbl,Z002,2652643669,,,,,E,GST4943632768,PAN97838110,,X,555.537.1126,422-418-9190x076,584-823-3706,,,CwBoVS,,VAT00948466550,X,Brianview,19870904,M,CR59384719,20251028,ISO1,Frychester,1480,X,,02,TX4629449376,,0001,ZONEPTnx,DG01,01,TAX72477693248,TAX84550966854,TAX3272532911288326162488227964,Manufacturer,EM937652,https://anderson.org/,20260212,130509,,1000,DE,HE,7117388.2,INR
100,1000008945,GB,Randall-Frederick,and Sons,,,South Seth,port,PO65703,24230,85870,BK,SORTQFdd,114 Edwards Garden Suite 357,9000008945,"Patterson, Pace and Fletc",Lake Kevinstad,Cyprus,Mr.,Keithbury,9458271,26071,0002,MANU,1,DL9379282216,X,02,20230504,christinedav,30362669739,GRPTfIv,Z002,2912245145,,,,,D,GST8276349494,PAN98782472,,,001-334-401-6665,001-280-421-2421,+1-946-577-8457x072,,,CTXaxb,,VAT76153886866,,Angelmouth,19770121,F,CR15770578,20250404,ISO1,Jonesland,9755,,,02,TX8230676863,,0002,ZONEHcyc,DG01,01,TAX90319819048,TAX84009243669,TAX2329667068359285936118448727,Distributor,EM262685,https://anderson.info/,20260212,130509,,2000,GB,BK,9204064.13,INR
300,1000008946,DE,Cameron Group,Inc,,,Parkshire,stad,PO66556,62208,95520,NW,SORTVhHB,85163 Patricia Prairie Apt. 680,9000008946,Thompson LLC,Danashire,Namibia,M/s,Lake Michael,1435416,76009,0001,MANU,2,DL7015563930,X,01,20230905,sherri10,38655130415,GRPHMkO,Z001,2143342474,,,,,E,GST2459799369,PAN72972729,,,+1-245-839-4398,365-425-5311x084,791.860.1938x311,,,CwxGvY,,VAT22693589965,,Morganfort,19850305,F,CR36150821,20250406,ISO1,Amberberg,8119,,X,01,TX9402400928,,0001,ZONEmciC,DG02,01,TAX32391255618,TAX10845315473,TAX7698235211242603305098434208,Distributor,EM555292,https://www.smith-miller.com/,20260212,130509,,1000,DE,NW,5207516.55,INR
100,1000008947,DE,"Hernandez, Mclean and Daniel",and Sons,,,Alvaradoside,port,PO73511,40025,58497,NW,SORTWqWI,36824 Colton Springs Apt. 897,9000008947,Cuevas-Wu,Evansfort,Greece,Mr.,Lake Jennifer,8013038,38543,0001,AUTO,5,DL4017948114,,01,20231121,jstevens,01786496875,GRPXTzW,Z001,2286246625,,,,,E,GST9318838787,PAN03611519,X,,6419339896,821-453-2960x924,282.309.6333x82312,,,CEPXIT,,VAT90378707996,,Marcushaven,19731008,M,CR42964727,20250324,ISO1,North Kirsten,8653,X,X,01,TX4360257074,,0001,ZONElaIV,DG02,02,TAX98298735863,TAX39260978451,TAX8053889496268714149731171654,Manufacturer,EM483042,http://smith-miller.com/,20260212,130509,,2000,DE,NW,8652660.63,INR
100,1000008948,DE,Macdonald-Mcdaniel,Inc,,,Sandraport,fort,PO30018,54820,97022,HE,SORTBEsn,285 Johnson Manors Apt. 311,9000008948,Williams-Martinez,Port Robert,Germany,Mr.,New Melissa,4101483,42010,0001,MANU,3,DL9945725326,,01,20250608,hayeschristo,39180184083,GRPyEvJ,Z001,2510358835,,,,,E,GST8744604290,PAN31145384,,,7274685900,8847188500,5177148794,,,CQwxRH,,VAT06553380192,X,North Katieborough,19840515,F,CR69203517,20260105,ISO1,Christophertown,6698,X,,01,TX3576268854,,0001,ZONEKTnl,DG01,02,TAX41306653699,TAX22861980139,TAX5197144577814990120772602309,Manufacturer,EM100021,http://www.matthews.com/,20260212,130509,,2000,DE,HE,3453218.14,INR
300,1000008949,US,Jones-Bailey,Ltd,,,New Spencer,shire,PO91671,39440,00913,FL,SORTopyk,998 Robertson Loaf Suite 292,9000008949,"Jones, Estrada and Hughes",Crystalshire,Brazil,Ms.,New Alicia,6458036,95163,0002,MANU,7,DL9873834950,X,02,20231101,johnsonmike,51851578122,GRPAtLV,Z001,2398588784,,,,,D,GST6566414139,PAN97316226,X,,(215)843-9444,(887)599-0090x97,001-355-587-9638,,,CrlCZN,,VAT40749768936,,Port Brenda,19760114,M,CR66115210,20251208,ISO1,Houstonburgh,6642,X,,02,TX5161232107,,0001,ZONEtIIZ,DG02,02,TAX92901756728,TAX85114024330,TAX7386057529859061692881074856,Supplier,EM199837,http://www.torres.net/,20260212,130509,,3000,US,FL,1783176.83,INR
100,1000008950,IN,"Murray, Chen and Smith",LLC,,,East Troyland,stad,PO34905,58333,58774,DL,SORTMVdP,702 Allison Isle,9000008950,Fields Inc,New Matthew,Central African Republic,Mr.,West Jennifer,4908411,52123,0001,AUTO,8,DL9299348441,X,02,20250824,vsantiago,54222125402,GRPZqIa,Z001,2323230793,,,,,D,GST8274555746,PAN02882232,X,,751-998-4571x740,(456)274-0518x37,274.985.7938,,,CcbtEy,,VAT27164481465,,East Brittanyland,19860919,M,CR39357120,20251006,ISO9,South Jessicaside,1698,X,X,01,TX9566786412,,0002,ZONEwcrE,DG01,01,TAX54021189438,TAX22211519841,TAX1309041466687889457447281929,Distributor,EM086586,https://patterson.com/,20260212,130509,,1000,IN,DL,3142460.77,INR
400,1000008951,GB,Jackson Inc,Inc,,,Hancockchester,town,PO25352,29978,73334,BK,SORTzFne,10684 Alicia Valley Suite 490,9000008951,"Gonzalez, Bartlett and To",Thomasstad,Grenada,M/s,Julieborough,3767582,69070,0001,MANU,3,DL5657456058,,01,20250527,douglasford,59290188256,GRPWrnO,Z002,2664507864,,,,,D,GST3239652483,PAN77038469,,X,001-837-938-5414,(402)998-9841x00,8784610523,,,CvhyCJ,,VAT46102046571,X,North Raymond,19840809,M,CR81857007,20250403,ISO9,Emilymouth,4598,,,01,TX2299275942,,0002,ZONEKNDK,DG02,01,TAX24103188985,TAX03310262261,TAX0540424341928031307527973547,Supplier,EM731953,http://www.ayers-sanchez.com/,20260212,130509,,1000,GB,BK,3100591.88,INR
400,1000008952,DE,Mays and Sons,LLC,,,Dawnmouth,bury,PO30249,03174,46611,NW,SORTgsqq,226 Lisa Spurs Apt. 191,9000008952,Kelley Inc,Lake Cathy,Timor-Leste,Mr.,Kathrynberg,3874385,15605,0002,PHAR,9,DL8634341902,,01,20230928,brittany85,57654894543,GRPEMTH,Z001,2645094152,,,,,E,GST3470579257,PAN17970494,X,X,(997)519-4194x93,499-571-1020,663.987.6446x69560,,,CJQusg,,VAT67530977521,,East Heidiborough,19860428,F,CR62998851,20251206,ISO9,South Donna,1417,X,X,02,TX6905444095,,0002,ZONEMgLV,DG01,02,TAX38954052245,TAX42652728708,TAX3997433488785153963816204810,Supplier,EM507395,http://www.morgan.com/,20260212,130509,,3000,DE,NW,8714248.03,INR
200,1000008953,GB,Collins Inc,and Sons,,,Romeroborough,chester,PO49200,04449,15239,LN,SORTYuKT,68081 Jerome Heights Suite 725,9000008953,Hernandez PLC,North Ashley,Cyprus,Ms.,Stephenmouth,6183416,72990,0002,MANU,4,DL2605984480,,02,20230930,ashley03,94525300303,GRPpkoh,Z001,2494075123,,,,,E,GST6206715733,PAN21808553,X,X,(634)772-8927x23,407-709-7005,457-596-3026x94719,,,CUTGAh,,VAT54504620941,X,Willisstad,19690422,M,CR54344328,20250809,ISO9,New Alice,4102,,X,02,TX3441666689,,0001,ZONEDJRA,DG02,02,TAX65286989599,TAX13474572762,TAX0212036816140211067123428168,Supplier,EM932995,https://www.oliver.net/,20260212,130509,,1000,GB,LN,5017851.55,INR
200,1000008954,GB,Thompson-Phelps,LLC,,,Lake Isaiah,borough,PO61868,44964,15395,MN,SORTpzns,7830 Madison Common Apt. 796,9000008954,Mays-Wilson,Heatherton,Swaziland,Ms.,Jennifertown,2535818,32792,0001,MANU,5,DL8886400637,X,02,20251116,kimneal,50597519668,GRPQrmi,Z002,2050673626,,,,,D,GST9683612453,PAN01792131,X,X,001-472-494-3486,918-453-2564x491,001-356-822-3145x307,,,CTSFWU,,VAT54388950083,X,Richardfurt,19930930,M,CR95037545,20260110,ISO9,Hernandezhaven,8329,,,01,TX6500757709,,0001,ZONESTUz,DG02,01,TAX69657798284,TAX98641027457,TAX4320354881268112268860235240,Distributor,EM243857,http://walker-schultz.com/,20260212,130509,,3000,GB,MN,5061243.63,INR
400,1000008955,GB,"Clark, Mcmahon and Chavez",LLC,,,West Paulahaven,bury,PO97115,52952,74364,BK,SORTjAPH,186 Aaron Mall Suite 934,9000008955,Figueroa-Shelton,Virginiamouth,Venezuela,M/s,North Johnathanshire,4113843,47344,0001,CONS,1,DL9580902087,,02,20251121,kevin58,11039406212,GRPXrfa,Z001,2674461227,,,,,E,GST2432318700,PAN28679580,,,+1-967-498-1948x,(222)261-9739,819-765-1245,,,CXegPR,,VAT06768671648,,New Thomasfurt,19950314,M,CR19475475,20250826,ISO9,Kyletown,7803,X,,01,TX1488008096,,0001,ZONEzaxJ,DG02,02,TAX20724771878,TAX10289288996,TAX1724318954302018227081114076,Distributor,EM399296,http://www.hayden.org/,20260212,130509,,1000,GB,BK,7963647.52,INR
100,1000008956,US,"Hale, Klein and Wise",Group,,,Apriltown,ton,PO94781,67134,90436,CA,SORTSsmA,26998 Shelton Isle Suite 392,9000008956,Fisher-Harrison,Port Jacquelinemouth,Netherlands,Ms.,West Sherry,7037202,46324,0002,MANU,8,DL2344673976,X,02,20250401,chelsea81,08500713811,GRPUHCB,Z003,2005181319,,,,,D,GST0565330802,PAN91707287,,,+1-618-920-5855x,750.887.8449,+1-797-744-5044x8159,,,CzfhpB,,VAT80921926188,X,Watsonfurt,19750524,F,CR18553011,20250802,ISO9,Greenview,2654,X,X,01,TX6712583538,,0002,ZONEwexr,DG02,02,TAX09495358291,TAX87871049135,TAX0519157688304933720222204525,Manufacturer,EM949957,http://burnett.com/,20260212,130509,,2000,US,CA,2547590.14,INR
200,1000008957,DE,Yang-Brown,Inc,,,Cynthiamouth,haven,PO62708,17759,79741,BY,SORTogxK,26289 Young Stravenue Apt. 924,9000008957,"Norton, Jones and White",Alishabury,French Southern Territori,Mr.,Charlesport,1173912,34591,0001,PHAR,4,DL1567631119,X,02,20231207,hollyjohnson,49851259244,GRPTpUZ,Z003,2443499757,,,,,D,GST0082039539,PAN68380789,X,,001-925-473-0274,346-425-6883x386,345.879.7035x15554,,,CorxGk,,VAT50450400335,X,Port Rhonda,19940725,F,CR62914637,20250612,ISO9,East Thomasville,4833,,X,01,TX8759054560,,0001,ZONEEjMi,DG02,01,TAX09312599202,TAX82749088148,TAX0205904340946505065976273019,Distributor,EM638446,https://www.freeman-hayes.info/,20260212,130509,,2000,DE,BY,1602689.68,INR
300,1000008958,DE,Walter-Bennett,and Sons,,,Lake Morgan,ville,PO88093,26264,15122,NW,SORTkSwq,876 Allen Lane,9000008958,Shaffer-White,West Seanmouth,Libyan Arab Jamahiriya,Mr.,Wardchester,4563575,78589,0001,CONS,1,DL1065138530,X,02,20250306,natalie47,97199854202,GRPmTcR,Z002,2112098849,,,,,E,GST6426122395,PAN01283624,X,X,655-924-4296,+1-210-290-1504x,710-734-9244x27449,,,CvTSQg,,VAT41257510691,X,West Phillipside,19870409,M,CR74432480,20250216,ISO1,Lake Charles,4843,X,X,01,TX2221250083,,0001,ZONEYvmh,DG02,01,TAX85876468681,TAX09375561194,TAX7110749891319997163685093117,Supplier,EM075279,http://www.garner-williams.org/,20260212,130509,,2000,DE,NW,1118390.26,INR
200,1000008959,GB,Smith and Sons,LLC,,,Lake Chadside,ville,PO97809,77009,49049,BK,SORTfHJS,1631 Jason Circle,9000008959,Gomez PLC,Josemouth,North Macedonia,Mr.,Claudiafurt,3224303,98446,0001,AUTO,3,DL7268461602,X,01,20250820,estesjoel,07485435074,GRPWjFp,Z002,2799980546,,,,,D,GST9473302428,PAN44484571,,X,541.707.3970,8296003647,001-313-645-8804,,,CfGyhi,,VAT61462421010,,Mezamouth,19760716,F,CR21443001,20251002,ISO9,Virginiaton,1515,X,,01,TX4081696284,,0002,ZONEPBem,DG01,02,TAX88771527823,TAX80421733250,TAX2109326852660693806068781144,Manufacturer,EM508836,https://richards.com/,20260212,130509,,2000,GB,BK,9866304.35,INR
400,1000008960,GB,Williams-Perry,LLC,,,North John,bury,PO52382,72783,29193,MN,SORTlBdC,7125 Terry Unions,9000008960,"Kline, Garcia and Reese",Marktown,El Salvador,M/s,Andrebury,8112751,69231,0002,CONS,7,DL3817105914,X,02,20250315,dharris,67461620247,GRPyLmE,Z003,2810641629,,,,,E,GST8090324821,PAN66210964,,,+1-775-791-3635x,(317)757-3229x20,+1-395-571-4659,,,CbqwQC,,VAT18845720758,,North Benjamin,19800516,F,CR04915021,20250311,ISO9,Simpsonchester,3715,,,02,TX2919593726,,0001,ZONEBwls,DG01,02,TAX14823963558,TAX88264990767,TAX9428883059098516216489143711,Manufacturer,EM506875,http://www.benson-douglas.net/,20260212,130509,,1000,GB,MN,5009756.04,INR
300,1000008961,DE,Rivera-White,and Sons,,,East Ryan,fort,PO06598,26676,90085,NW,SORTiwcE,69776 Jacob Branch,9000008961,Murphy-Miller,Lake Aaron,Serbia,M/s,Jonesstad,8426422,71191,0002,AUTO,9,DL8648096008,,01,20250524,yolandacole,43991376474,GRPMnbg,Z003,2800376665,,,,,D,GST4384869275,PAN77683821,,,683-331-7848x852,+1-718-249-3774x,9419484197,,,CFCJxj,,VAT23067785199,X,South John,19781002,M,CR40970817,20251010,ISO9,North Zachary,1737,X,,02,TX1049019025,,0002,ZONETVAm,DG02,02,TAX63167445513,TAX04403612345,TAX9444612487877464197125105772,Manufacturer,EM425539,http://www.kline.info/,20260212,130509,,2000,DE,NW,3657542.01,INR
300,1000008962,GB,Butler LLC,Group,,,Lake Stephanieborough,ville,PO07414,51685,48992,MN,SORTtwrh,463 Lori Avenue Suite 283,9000008962,"Wise, Nixon and Rice",South Juanstad,Falkland Islands (Malvina,Ms.,Katieside,5771236,83494,0001,AUTO,9,DL1848391209,,02,20240319,barry01,38298991296,GRPkNzG,Z001,2444261590,,,,,E,GST9531991217,PAN92731268,,X,562-987-5985,(273)465-0092x20,952.390.1058x83258,,,CtNynB,,VAT99767894937,,Vincentborough,19870404,M,CR81917938,20251003,ISO1,East Jasmine,5354,,,01,TX9127081050,,0001,ZONELdQz,DG02,02,TAX09266452212,TAX37854170571,TAX9787317796454629527817815701,Distributor,EM693935,http://www.chavez.com/,20260212,130509,,2000,GB,MN,7136023.51,INR
400,1000008963,DE,Brown-White,Group,,,Sarahside,burgh,PO34083,41752,52360,NW,SORTdBSR,31025 Robin Springs Suite 628,9000008963,"Gonzales, Jones and Herna",South Christineville,Burundi,Ms.,Michelleview,8014343,66325,0001,AUTO,5,DL8008109727,,02,20240108,mary55,80808515543,GRPriKV,Z001,2859268687,,,,,E,GST5105801219,PAN88543524,,X,310-223-4565,688.358.1729,(519)804-1584,,,CnXrLM,,VAT28363707990,,New Erinhaven,19750511,M,CR67951894,20251030,ISO9,Lake Jasonbury,1262,,,02,TX1930999907,,0002,ZONEyaBz,DG02,01,TAX89621413815,TAX12307468111,TAX8862771030592051138313534064,Manufacturer,EM724845,http://yates.com/,20260212,130509,,3000,DE,NW,5566626.57,INR
200,1000008964,IN,Wheeler LLC,Inc,,,Ericton,town,PO05692,71892,40416,MH,SORTQgts,014 Byrd Valley Suite 921,9000008964,Turner PLC,South Rickyhaven,Equatorial Guinea,Ms.,East Kyleview,3827238,19142,0001,MANU,9,DL7654484193,X,02,20250909,lmahoney,55415553474,GRPTLQA,Z003,2587428043,,,,,D,GST6662348989,PAN29678195,,,460-886-9177x775,001-764-303-5460,951-825-3577,,,ChAvcN,,VAT85785268459,,East Heatherburgh,19711114,M,CR04116953,20250319,ISO1,New Michellebury,5282,X,,02,TX1066436464,,0001,ZONEBNIL,DG02,01,TAX97786990758,TAX57080660637,TAX4993812476990037217265838253,Distributor,EM012870,https://www.ware.com/,20260212,130510,,1000,IN,MH,9061371.24,INR
